store_name,category,rating,visited_review,blog_review,address,taste_value,menu
고기잡이 명품관,"해물,생선요리",0.0,방문자 리뷰 77,블로그 리뷰 30,경기 수원시 영통구 매영로345번길 111 2동 1층,0.374,"메뉴: 민어코스, 가격: 300,000원
메뉴: A코스 한상, 가격: 250,000원"
동대문엽기떡볶이 수원영통점,분식,별점 4.15,방문자 리뷰 733,블로그 리뷰 66,경기 수원시 영통구 봉영로 1612 보보스프라자 123,0.595,"메뉴: 마라떡볶이, 가격: 16,000원
메뉴: 엽기메뉴, 가격: 14,000원
메뉴: 로제메뉴, 가격: 16,000원
메뉴: 마라로제떡볶이, 가격: 18,000원
메뉴: 실속세트, 가격: 17,500원
메뉴: 실속세트, 가격: 17,500원
메뉴: 베스트세트, 가격: 20,000원
메뉴: 스페셜세트, 가격: 25,000원
메뉴: 닭발세트, 가격: 17,500원
메뉴: 엽기메뉴, 가격: 14,000원
메뉴: 로제메뉴, 가격: 16,000원
메뉴: 마라떡볶이, 가격: 16,000원
메뉴: 마라로제떡볶이, 가격: 18,000원
메뉴: 엽기닭볶음탕, 가격: 24,000원
메뉴: 엽기무뼈닭발, 가격: 15,000원
메뉴: 엽기국물닭발, 가격: 15,000원
메뉴: 엽기오돌뼈, 가격: 14,000원
메뉴: 엽떡밀키트, 가격: 18,000원
메뉴: 감자채튀김, 가격: 2,500원
메뉴: 엽기시즈닝(버터갈릭맛), 가격: 300원
메뉴: 엽기오돌뼈밥, 가격: 4,500원
메뉴: 참치마요밥, 가격: 3,500원
메뉴: 주먹김밥(셀프), 가격: 2,000원
메뉴: 음료(유산균) 450ml, 가격: 1,000원
메뉴: 음료(유산균) 930ml, 가격: 2,000원
메뉴: 콜라 500 ml, 가격: 2,000원
메뉴: 사이다 500 ml, 가격: 2,000원"
꽃소,소고기구이,별점 4.45,방문자 리뷰 230,블로그 리뷰 73,경기 수원시 영통구 영일로 20 1층,0.35,"메뉴: 한우 특수부위 모듬(600g 4인분), 가격: 158,000원
메뉴: 한우 특수부위 모듬(450g 3인분), 가격: 119,000원
메뉴: 흑돼지 오겹살, 가격: 18,000원
메뉴: 육회(200g), 가격: 30,000원
메뉴: 한우된장찌개, 가격: 7,000원
메뉴: 된장밥, 가격: 6,000원
메뉴: 누룽지, 가격: 4,000원"
철길부산집 수원영통점,요리주점,0.0,방문자 리뷰 236,블로그 리뷰 165,"경기 수원시 영통구 반달로35번길 30 1층 120, 131호",0.314,"메뉴: 소고기 타다끼, 가격: 20,000원
메뉴: 어묵 2인, 가격: 17,000원
메뉴: 어묵 2인 스페셜, 가격: 25,000원
메뉴: 어묵 3~4인, 가격: 32,000원
메뉴: 숙성연어사시미, 가격: 29,000원
메뉴: 부산집 육회, 가격: 20,000원
메뉴: 육회물회, 가격: 20,000원
메뉴: 냉채족발쌈, 가격: 19,000원
메뉴: 순살치킨 가라아게, 가격: 18,000원
메뉴: 새콤 중화식 닭튀김, 가격: 18,000원
메뉴: 모둠 새우튀김, 가격: 18,000원
메뉴: 야끼소바, 가격: 18,000원
메뉴: 부산집 불떡볶이, 가격: 18,000원
메뉴: 부산집 로제떡볶이, 가격: 18,000원
메뉴: 버터문어 다리구이, 가격: 18,000원"
겐코 경희대점,일식당,별점 4.18,방문자 리뷰 293,블로그 리뷰 59,경기 수원시 영통구 영일로 8 메가플러스 오피스텔 104호,0.377,"메뉴: 대창덮밥(M), 가격: 13,000원
메뉴: 대창덮밥(L), 가격: 18,000원
메뉴: 연어덮밥(M), 가격: 13,000원
메뉴: 연어덮밥(L), 가격: 18,000원
메뉴: 스테이크덮밥(M), 가격: 13,000원
메뉴: 규동(M), 가격: 10,000원
메뉴: 규동(L), 가격: 13,000원
메뉴: 차슈동(M), 가격: 9,500원
메뉴: 차슈동(L), 가격: 12,000원
메뉴: 부타동(M), 가격: 9,500원
메뉴: 돈코츠라멘(M), 가격: 10,000원
메뉴: 돈코츠라멘(L), 가격: 12,000원
메뉴: 차슈라멘(타마고 미포함)(M), 가격: 11,500원
메뉴: 차슈라멘(타마고 미포함)(L), 가격: 13,500원
메뉴: 미소라멘(M), 가격: 10,500원
메뉴: 쇼유라멘(M), 가격: 11,000원
메뉴: 쇼유라멘(L), 가격: 13,000원
메뉴: 시오버터라멘(M), 가격: 11,000원
메뉴: 시오버터라멘(L), 가격: 13,000원
메뉴: 게살크림고로케(4개), 가격: 7,000원
메뉴: 치킨가라아게, 가격: 7,000원
메뉴: 콜라, 가격: 2,000원
메뉴: 사이다, 가격: 2,000원
메뉴: 제로펩시콜라, 가격: 2,000원"
보배반점 수원영통점,중식당,0.0,방문자 리뷰 758,블로그 리뷰 85,경기 수원시 영통구 반달로 104,0.43,"메뉴: 소고기짬뽕(보통), 가격: 12,000원
메뉴: 소고기짬뽕(곱빼기), 가격: 13,000원
메뉴: 보배짬뽕(보통), 가격: 9,000원
메뉴: 보배짬뽕(곱빼기), 가격: 10,000원
메뉴: 해물짬뽕(보통), 가격: 12,000원
메뉴: 해물짬뽕(곱빼기), 가격: 13,000원
메뉴: 새우고추짬뽕(보통), 가격: 11,000원
메뉴: 새우고추짬뽕(곱빼기), 가격: 12,000원
메뉴: 새우고추짜장(보통), 가격: 9,000원
메뉴: 새우고추짜장(곱빼기), 가격: 10,000원
메뉴: 크림짬뽕(보통), 가격: 13,000원
메뉴: 크림짬뽕(곱빼기), 가격: 14,000원
메뉴: 보배짜장면(보통), 가격: 7,500원
메뉴: 보배짜장면(곱빼기), 가격: 8,500원
메뉴: 해물쟁반짜장(보통), 가격: 21,000원"
지코바치킨 영통점,"치킨,닭강정",별점 4.32,방문자 리뷰 224,블로그 리뷰 28,경기 수원시 영통구 반달로 110 106호,0.619,"메뉴: (지코바숯불) 뼈 소금구이치킨, 가격: 19,000원
메뉴: (지코바숯불) 순살 소금구이치킨, 가격: 21,000원
메뉴: (지코바숯불) 뼈 양념구이치킨(한 마리), 가격: 20,000원
메뉴: (지코바숯불) 순살 양념구이치킨(한 마리), 가격: 21,000원
메뉴: (지코바숯불) 뼈 소금구이치킨, 가격: 19,000원
메뉴: (지코바숯불) 순살 소금구이치킨, 가격: 21,000원
메뉴: (지코바숯불) 뼈 양념구이치킨(한 마리), 가격: 20,000원
메뉴: (지코바숯불) 순살 양념구이치킨(한 마리), 가격: 21,000원
메뉴: (지코바숯불) 순살짱 치밥세트, 가격: 25,000원
메뉴: 떡사리 추가, 가격: 2,000원
메뉴: 즉석밥(국내산), 가격: 2,000원
메뉴: 무추가, 가격: 500원
메뉴: 마요네즈(3개), 가격: 1,000원
메뉴: 펩시 캔 245ml, 가격: 1,000원
메뉴: 펩시 500ml, 가격: 2,000원
메뉴: 펩시 제로 500ml, 가격: 2,000원
메뉴: 펩시 1.25L, 가격: 3,000원
메뉴: 펩시 제로 1.25L, 가격: 3,500원
메뉴: 남자기숙사(배달료 추가), 가격: 2,000원
메뉴: 여자기숙사(배달료 추가), 가격: 1,000원"
민티지,"카페,디저트",0.0,방문자 리뷰 27,블로그 리뷰 7,경기 수원시 영통구 매영로415번길 42-5 1층,0.026,"메뉴: 커스터드 푸딩, 가격: 5,500원
메뉴: 얼그레이 레몬쿠키, 가격: 4,500원
메뉴: 메론크림소다, 가격: 5,500원
메뉴: 헤이즐넛쿠키, 가격: 4,500원
메뉴: 초코멜로쿠키, 가격: 4,300원
메뉴: 더블초코쿠키, 가격: 4,300원
메뉴: 루비 아이스티, 가격: 4,500원
메뉴: 복숭아 아이스티, 가격: 4,000원
메뉴: 초코라떼, 가격: 5,500원
메뉴: 말차라떼, 가격: 5,500원
메뉴: 바닐라라떼, 가격: 5,500원
메뉴: 카페모카, 가격: 5,500원
메뉴: 카페라떼, 가격: 5,000원
메뉴: 아메리카노, 가격: 4,000원"
생각나는순대국 수원영통점,"순대,순댓국",0.0,"방문자 리뷰 1,101",블로그 리뷰 59,경기 수원시 영통구 청명남로 21 아셈프라자 1층,0.325,"메뉴: 순대국, 가격: 10,000원
메뉴: 순대철판볶음, 가격: 12,000원
메뉴: 수육정식, 가격: 13,000원
메뉴: 족발정식, 가격: 13,000원
메뉴: 불족발정식, 가격: 14,000원
메뉴: 백순대철판볶음, 가격: 12,000원"
국가대표 생고기,"육류,고기요리",별점 4.45,방문자 리뷰 104,블로그 리뷰 55,경기 수원시 영통구 매영로 416 행림빌딩,0.405,"메뉴: 생삼겹살, 가격: 17,000원
메뉴: 생대패삼겹살, 가격: 19,000원
메뉴: 목살, 가격: 17,000원
메뉴: 항정살, 가격: 29,000원
메뉴: 한우차돌박이, 가격: 39,000원"
옥된장 수원영통점,한식,0.0,방문자 리뷰 436,블로그 리뷰 578,"경기 수원시 영통구 반달로35번길 30 1층 127호, 138호",0.275,"메뉴: 모둠 수육무침 250g, 가격: 35,000원
메뉴: 모둠 수육전골 大 500g, 가격: 52,000원
메뉴: (점심특선) 바지락 大 된장전골, 가격: 22,000원
메뉴: (점심특선) 소고기삼겹 된장전골, 가격: 11,000원
메뉴: 매운 뼈갈비전골 대 1200g, 가격: 88,000원
메뉴: 매운 뼈갈비전골 중 800g, 가격: 58,000원
메뉴: 뼈갈비전골 대 1200g, 가격: 85,000원
메뉴: 뼈갈비전골 중 800g, 가격: 55,000원
메뉴: 우렁미나리전, 가격: 15,000원
메뉴: 우렁칼국수무침, 가격: 19,000원
메뉴: 매운 소고기 두부전골, 가격: 18,000원
메뉴: 매운 소꼬리 전골 大 900g, 가격: 98,000원
메뉴: 매운 소꼬리 전골 中 600g, 가격: 68,000원
메뉴: 소꼬리 전골 大 900g, 가격: 95,000원
메뉴: 소꼬리 전골 中 600g, 가격: 65,000원"
쿠시노아 영통점,이자카야,0.0,방문자 리뷰 92,블로그 리뷰 21,경기 수원시 영통구 반달로 98 1층 102호,0.268,"메뉴: 수제꼬치5종, 가격: 17,000원
메뉴: 수제쌀어묵2인, 가격: 18,000원
메뉴: 수제꼬치3종+수제쌀어묵세트, 가격: 21,000원
메뉴: 수제꼬치3종+수제쌀어묵 세트+한우육회, 가격: 36,000원
메뉴: 네기마(닭다리+파), 가격: 3,500원
메뉴: 하쯔(염통), 가격: 3,000원
메뉴: 세세리(닭목살), 가격: 3,500원
메뉴: 모모니꾸(닭다리살), 가격: 4,000원
메뉴: 쯔쿠네(닭완자), 가격: 5,000원
메뉴: 카와(닭껍질), 가격: 3,000원
메뉴: 히자난코츠(무릎연골), 가격: 3,500원
메뉴: 타마고야키(계란), 가격: 3,000원
메뉴: 자포니카 민물장어, 가격: 5,500원
메뉴: 시모후리 카루비(꽃갈비), 가격: 5,500원
메뉴: 미스지(부채살), 가격: 5,000원"
방울엄마국밥 본점,국밥,별점 4.27,방문자 리뷰 609,블로그 리뷰 131,"경기 수원시 영통구 영일로6번길 54 1층 101,102호",0.419,"메뉴: 모듬스페셜, 가격: 95,000원
메뉴: 수육스페셜, 가격: 65,000원
메뉴: 돼지국밥, 가격: 10,000원
메뉴: 돼지국밥 특, 가격: 12,000원
메뉴: 곱창열무전골 중, 가격: 39,000원
메뉴: 곱창열무전골 대, 가격: 49,000원
메뉴: 수육 중, 가격: 34,000원
메뉴: 수육 대, 가격: 44,000원
메뉴: 곱창볶음, 가격: 35,000원
메뉴: 오소리감투, 가격: 25,000원
메뉴: 머리고기, 가격: 25,000원
메뉴: 모듬, 가격: 50,000원"
명륜진사갈비 수원영통역점,"육류,고기요리",0.0,방문자 리뷰 736,블로그 리뷰 271,경기 수원시 영통구 봉영로 1617 2층,0.387,"메뉴: 명륜진사갈비 자유이용(성인), 가격: 19,900원
메뉴: 리버스탭 자유이용, 가격: 4,900원
메뉴: 냉면(물/비빔), 가격: 5,800원
메뉴: 계란찜, 가격: 3,800원
메뉴: 된장찌개, 가격: 3,800원
메뉴: 김치찌개, 가격: 3,800원"
원조회세꼬시,생선회,별점 4.25,방문자 리뷰 67,블로그 리뷰 14,경기 수원시 영통구 청명남로28번길 20 플러스타운빌딩,0.293,"메뉴: 세꼬시, 가격: 40,000원"
새벽집,"육류,고기요리",별점 4.19,방문자 리뷰 54,블로그 리뷰 25,경기 수원시 영통구 청명로21번길 16 2층,0.0,"메뉴: 한우꽃등심 200g, 가격: 47,000원
메뉴: 한우생등심 200g, 가격: 42,000원
메뉴: 살치살 150g, 가격: 48,000원
메뉴: 안창살 150g, 가격: 48,000원
메뉴: 토시살 150g, 가격: 45,000원
메뉴: 치마살 150g, 가격: 45,000원
메뉴: 제비추리 150g, 가격: 40,000원
메뉴: 차돌박이 150g, 가격: 35,000원
메뉴: 한우육회 150g, 가격: 35,000원
메뉴: 육사시미 150g, 가격: 40,000원
메뉴: (점심식사) 불고기, 가격: 14,000원
메뉴: (점심식사) 육회비빔밥, 가격: 12,000원
메뉴: (점심식사) 김치전골 2인, 가격: 16,000원
메뉴: (점심식사) 한우 국밥, 가격: 8,000원
메뉴: (점심식사) 선지국, 가격: 8,000원"
펀비어킹 수원 영통중앙점,"맥주,호프",별점 4.44,방문자 리뷰 174,블로그 리뷰 40,경기 수원시 영통구 청명남로 30,0.367,"메뉴: 곱도리탕, 가격: 변동
메뉴: 오도독튀김, 가격: 변동
메뉴: 통새우 페스츄리 피자, 가격: 변동
메뉴: 먹태킹, 가격: 변동
메뉴: 새우살타워링, 가격: 변동
메뉴: 치즈볼&리코타샐러드, 가격: 변동
메뉴: 아이스과일펀치, 가격: 변동
메뉴: 반반치킨, 가격: 변동
메뉴: 통오징어한판떡볶킹, 가격: 변동"
타래퀸 영통점,"카페,디저트",0.0,방문자 리뷰 244,블로그 리뷰 98,경기 수원시 영통구 청명남로12번길 11 1층,0.0,"메뉴: (NEW 시즌한정) 생 딸기 타래빙수(커플(2인분)), 가격: 16,500원
메뉴: (NEW 시즌한정) 생 딸기 타래빙수(패밀리(3~4인분)), 가격: 19,500원
메뉴: 생딸기 큐브치즈 요거트 타래 아이스크림(가격), 가격: 17,000원
메뉴: 오레오 요거트 타래 아이스크림(가격), 가격: 12,500원
메뉴: 허니 꿀케이크 with 월넛(1인분), 가격: 5,800원
메뉴: 생딸기 요거트 타래 아이스크림(가격), 가격: 15,500원
메뉴: 생딸기 큐브치즈 요거트 타래 아이스크림(가격), 가격: 17,000원
메뉴: 오레오 요거트 타래 아이스크림(가격), 가격: 12,500원
메뉴: 타래퀸 요거트 실타래 아이스크림(입맛대로 토핑선택)(가격), 가격: 4,500원
메뉴: 로투스 요거트 타래 아이스크림(가격), 가격: 12,500원
메뉴: (NEW 시즌한정) 생 딸기 타래빙수(커플(2인분)), 가격: 16,500원
메뉴: (NEW 시즌한정) 생 딸기 타래빙수(패밀리(3~4인분)), 가격: 19,500원
메뉴: [NEW] 그린티 + 초코 타래 빙수(커플(2~3인분)), 가격: 15,500원
메뉴: [NEW] 그린티 + 초코 타래 빙수(패밀리(3~4인분)), 가격: 18,500원
메뉴: 밀크초코 타래빙수(커플(2인분)), 가격: 15,500원
메뉴: 허니 꿀케이크 with 월넛(1인분), 가격: 5,800원
메뉴: [주인장 최애] 바스크번트 치즈케익, 가격: 6,800원
메뉴: 꿀 페스츄리 오리지널(1인분), 가격: 3,700원
메뉴: 꿀 페스츄리 with 커피크림(1인분), 가격: 3,900원
메뉴: [길쭉 홈X볼] 초코 슈스틱, 가격: 2,800원
메뉴: 산미없는 아메리카노, 가격: 3,500원
메뉴: 카페라떼, 가격: 4,500원
메뉴: 바닐라라떼, 가격: 4,800원
메뉴: 카라멜 마끼아또, 가격: 4,800원
메뉴: 돌체라떼, 가격: 4,800원
메뉴: 애플망고에이드, 가격: 4,800원
메뉴: 청포도에이드, 가격: 4,800원
메뉴: 레몬에이드, 가격: 4,800원
메뉴: 자몽에이드, 가격: 4,800원
메뉴: 체리콕, 가격: 4,800원
메뉴: (NEW) 수제청 딸기 라떼(1인분), 가격: 5,500원
메뉴: 애플망고라떼, 가격: 5,800원
메뉴: 그린티라떼, 가격: 5,000원
메뉴: 메로나라떼, 가격: 5,000원
메뉴: 바나나라떼, 가격: 5,000원
메뉴: (NEW) 수제청 딸기 프라페(1인분), 가격: 6,000원
메뉴: (NEW) 메론 프라페, 가격: 5,800원
메뉴: 리얼 망고요거트 스무디, 가격: 6,300원
메뉴: 플레인요거트 스무디( 양많아요~강추), 가격: 5,500원
메뉴: 리얼딸기요거트 스무디, 가격: 6,300원
메뉴: 아이스티, 가격: 3,500원
메뉴: 연유소스, 가격: 900원
메뉴: 연유x2, 가격: 1,800원
메뉴: 팥앙금, 가격: 1,500원
메뉴: 큐브치즈케이크, 가격: 2,500원
메뉴: 인절미떡, 가격: 2,000원
메뉴: 밀크 생초콜릿 5조각(1), 가격: 4,500원
메뉴: 다크 생초콜릿 5조각(1), 가격: 4,500원
메뉴: 인절미 생초콜릿 5조각(1), 가격: 5,000원
메뉴: 딸기요거트 생초콜릿 5조각(1인분), 가격: 5,500원"
영통골뱅이 영통본점,"해물,생선요리",0.0,방문자 리뷰 131,블로그 리뷰 62,경기 수원시 영통구 반달로35번길 19 109호,0.423,"메뉴: 생백골뱅이 대, 가격: 65,000원
메뉴: 생백골뱅이 중, 가격: 50,000원
메뉴: 을지로파무침, 가격: 40,000원
메뉴: 피문어숙회, 가격: 변동
메뉴: (계절) 구룡포 과메기, 가격: 40,000원
메뉴: 독도 ( )새우, 가격: 변동
메뉴: 생골뱅이+피문어세트, 가격: 변동
메뉴: 스페셜SET, 가격: 47,000원
메뉴: 동해 스페셜 세트, 가격: 변동
메뉴: 피문어 전복탕, 가격: 변동
메뉴: 주인장 마음대로 4종 + 복지리탕, 가격: 변동
메뉴: 생굴, 가격: 20,000원"
부타센세,일식당,별점 4.54,방문자 리뷰 205,블로그 리뷰 36,경기 수원시 영통구 청명로 6 1층,0.442,"메뉴: 야끼우동, 가격: 8,500원
메뉴: 가라아게 카레우동, 가격: 8,500원
메뉴: 가츠동, 가격: 8,500원
메뉴: 오야꼬동, 가격: 8,500원
메뉴: 아부라소바, 가격: 8,000원
메뉴: 스키야끼, 가격: 9,000원"
담소소사골순대육개장 영통점,"순대,순댓국",별점 4.24,"방문자 리뷰 1,566",블로그 리뷰 127,경기 수원시 영통구 청명남로 40,0.522,"메뉴: 일품 순대국(소사골), 가격: 9,800원
메뉴: 소사골 우(牛)순대국, 가격: 9,800원
메뉴: 담소모듬, 가격: 39,800원
메뉴: 수육, 가격: 31,800원
메뉴: 철판순대볶음(2인), 가격: 26,600원
메뉴: 일품 순대국(소사골), 가격: 9,800원
메뉴: 소사골 고기만 순대국, 가격: 9,800원
메뉴: 소사골 순대만 순대국, 가격: 9,800원
메뉴: 소사골 우(牛)순대국, 가격: 9,800원
메뉴: 우렁얼큰순두부, 가격: 9,800원
메뉴: 우렁얼큰순두부정식, 가격: 14,300원
메뉴: 철판순대볶음(2인), 가격: 26,600원
메뉴: 철판순대볶음(3인), 가격: 39,900원
메뉴: 소불고기(전골)+순두부SET(2인), 가격: 30,600원
메뉴: 공기밥, 가격: 1,000원
메뉴: 콜라(캔355ml), 가격: 2,000원
메뉴: 사이다(캔355ml), 가격: 2,000원
메뉴: 추가편육, 가격: 9,800원
메뉴: 추가수육, 가격: 10,800원"
디코드커피 본점,"<selenium.webdriver.remote.webelement.WebElement (session=""bf98337748a8c2fa7dfeca82a81cc11a"", element=""f.0F7866B08A01EFA5E0428EB057A25DD6.d.41922A664850B2DA95A410F7048B6048.e.187068"")>",별점 4.64,방문자 리뷰 176,블로그 리뷰 77,경기 용인시 기흥구 덕영대로 1700 1층 디코드커피,0.119,"메뉴: 100% 땅콩버터 크런치, 가격: 9,700원
메뉴: 케냐 AA, 가격: 3,900원
메뉴: 디카페인, 가격: 4,700원
메뉴: 바닐라라떼, 가격: 3,900원
메뉴: 흑당라떼, 가격: 4,100원
메뉴: 쓰어다캔커피, 가격: 4,100원
메뉴: 초코쿠키프라푸치노, 가격: 4,300원
메뉴: 딸기요거트스무디, 가격: 4,300원
메뉴: 인도 몬순 말라바, 가격: 4,300원
메뉴: 콜롬비아 수프리모, 가격: 3,500원
메뉴: 디코드 아메리카노, 가격: 3,100원
메뉴: 100% 땅콩버터 크런치, 가격: 9,700원
메뉴: 콜롬비아 수프리모, 가격: 12,900원
메뉴: 에티오피아 예가체프, 가격: 14,900원
메뉴: 케냐AA, 가격: 16,900원
메뉴: 과테말라 안티구아, 가격: 13,900원
메뉴: 브라질 세하도 NY2, 가격: 9,900원
메뉴: 콜롬비아 수프리모, 가격: 10,900원
메뉴: 과테말라 안티구아, 가격: 11,900원
메뉴: 에티오피아 예가체프, 가격: 11,900원
메뉴: 케냐AA, 가격: 12,900원
메뉴: 디코드 에스프레소 블랜딩, 가격: 11,900원
메뉴: 브라질, 가격: 3,300원
메뉴: 콜롬비아 수프리모, 가격: 3,500원
메뉴: 과테말라 안티구아, 가격: 3,700원
메뉴: 니카라과, 가격: 4,800원
메뉴: 코스타리카 따라주, 가격: 4,900원
메뉴: 에티오피아 예가체프, 가격: 3,700원
메뉴: 케냐 AA, 가격: 3,900원
메뉴: 탄자니아, 가격: 4,500원
메뉴: 베트남, 가격: 3,100원
메뉴: 인도 몬순 말라바, 가격: 4,300원
메뉴: 인도네시아 만델링, 가격: 4,500원
메뉴: 디카페인, 가격: 4,700원
메뉴: 디코드 에스프레소, 가격: 3,100원
메뉴: 디코드 아메리카노, 가격: 3,100원
메뉴: 카페라떼, 가격: 3,700원
메뉴: 바닐라라떼, 가격: 3,900원
메뉴: 카라멜라떼, 가격: 3,900원
메뉴: 헤이즐넛라떼, 가격: 3,900원
메뉴: 카푸치노, 가격: 3,900원
메뉴: 카페모카, 가격: 3,900원
메뉴: 카라멜 마끼아또, 가격: 4,100원
메뉴: 흑당라떼, 가격: 4,100원
메뉴: 쓰어다캔커피, 가격: 4,100원
메뉴: 블랙홀아메리카노, 가격: 4,100원
메뉴: 초코, 가격: 3,300원
메뉴: 그린티라떼, 가격: 3,500원
메뉴: 밀크티, 가격: 3,500원
메뉴: 고구마라떼, 가격: 3,700원
메뉴: 페퍼민트, 가격: 3,700원
메뉴: 잉글리쉬블랙퍼스트, 가격: 3,700원
메뉴: 복숭아아이스티, 가격: 3,300원
메뉴: 유자차, 가격: 3,700원
메뉴: 레몬차, 가격: 3,700원
메뉴: 자몽차, 가격: 3,700원
메뉴: 키위주스, 가격: 3,700원
메뉴: 유자에이드, 가격: 3,900원
메뉴: 레몬에이드, 가격: 3,900원
메뉴: 자두에이드, 가격: 3,900원
메뉴: 자몽에이드, 가격: 4,100원
메뉴: 토마토주스, 가격: 3,700원
메뉴: 복숭아에이드, 가격: 3,900원
메뉴: 그린티프라푸치노, 가격: 4,100원
메뉴: 초코쿠키프라푸치노, 가격: 4,300원
메뉴: 바닐라프라푸치노, 가격: 4,500원
메뉴: 카라멜프라푸치노, 가격: 4,500원
메뉴: 플레인요거트스무디, 가격: 4,100원
메뉴: 딸기요거트스무디, 가격: 4,300원
메뉴: 자두요거트스무디, 가격: 4,300원"
스시와쿠 영통점,"<selenium.webdriver.remote.webelement.WebElement (session=""bf98337748a8c2fa7dfeca82a81cc11a"", element=""f.5D714F433597A82491E18346C187822F.d.14518A1F0594593A24CFB28CC135E480.e.190683"")>",0.0,방문자 리뷰 161,블로그 리뷰 4,경기 수원시 영통구 청명남로 21 1층 109호,0.357,"메뉴: 와쿠초밥, 가격: 17,800원
메뉴: 카이센동(와쿠덮밥), 가격: 16,000원
메뉴: 와쿠초밥, 가격: 17,800원
메뉴: 진심초밥, 가격: 12,800원
메뉴: 연어초밥, 가격: 17,000원
메뉴: 와쿠주니어(와사비x), 가격: 7,800원
메뉴: 카이센동(와쿠덮밥), 가격: 16,000원
메뉴: 모듬회덮밥, 가격: 11,800원
메뉴: 장어덮밥, 가격: 17,000원
메뉴: 연어덮밥, 가격: 15,800원
메뉴: 우동, 가격: 4,000원
메뉴: 제로콜라, 가격: 2,000원
메뉴: 사이다, 가격: 2,000원
메뉴: 콜라, 가격: 2,000원
메뉴: 구운갈릭소라, 가격: 0원
메뉴: 계란, 가격: 0원
메뉴: 날치알, 가격: 0원
메뉴: 타코와사비, 가격: 0원
메뉴: 민물장어, 가격: 0원
메뉴: 소라 (소스없음), 가격: 0원
메뉴: 구운갈릭초새우, 가격: 0원
메뉴: 구운갈릭생새우, 가격: 0원
메뉴: 와규(소고기), 가격: 0원
메뉴: 묵은지연어, 가격: 0원
메뉴: 구운연어마요, 가격: 0원
메뉴: 구운갈릭연어, 가격: 0원
메뉴: 초새우, 가격: 0원
메뉴: 간장새우, 가격: 0원
메뉴: 구운새우마요, 가격: 0원
메뉴: 광어, 가격: 0원
메뉴: 묵은지광어, 가격: 0원
메뉴: 연어, 가격: 0원
메뉴: 연어뱃살, 가격: 0원"
영덕활대게찜,대게요리,별점 4.58,방문자 리뷰 14,블로그 리뷰 5,경기 수원시 영통구 청명남로50번길 13-4,0.0,"메뉴: 대게A코스(3~4인), 가격: 300,000원
메뉴: 회*해산물A코스(3~4인), 가격: 200,000원
메뉴: 대게B코스(3~4인), 가격: 250,000원
메뉴: 대게C코스(2인), 가격: 180,000원
메뉴: 회*해산물B코스(2인), 가격: 150,000원"
역전할머니맥주 영통점,"맥주,호프",별점 4.33,방문자 리뷰 359,블로그 리뷰 56,경기 수원시 영통구 반달로35번길 30 1층 역전할머니맥주,0.0,"메뉴: 할맥500cc, 가격: 4,500원
메뉴: 역전하이볼, 가격: 4,300원
메뉴: 치즈라볶이, 가격: 9,000원
메뉴: 짜빠구리, 가격: 9,000원
메뉴: 버터구이오징어입, 가격: 9,000원
메뉴: 갈릭빠다포테이토, 가격: 7,000원
메뉴: 살얼음파인애플, 가격: 7,000원
메뉴: 30cm롱치즈돈까스, 가격: 10,000원"
고운돈 79냉삼집,한식,0.0,방문자 리뷰 348,블로그 리뷰 207,경기 수원시 영통구 반달로 50 1층,0.388,"메뉴: 냉삼겹, 가격: 7,900원
메뉴: 대패삼겹, 가격: 7,900원
메뉴: 생삼겹살, 가격: 13,500원
메뉴: 우삼겹, 가격: 9,500원
메뉴: 맥주, 가격: 5,000원
메뉴: 소주, 가격: 4,000원
메뉴: 김치찌개, 가격: 5,500원
메뉴: 된장찌개, 가격: 3,000원
메뉴: 된장술밥, 가격: 6,000원
메뉴: 김치술밥, 가격: 6,000원
메뉴: 칡냉면(물,비빔), 가격: 6,000원
메뉴: 볶음밥, 가격: 3,000원
메뉴: 제육볶음밥, 가격: 4,000원
메뉴: 계란찜, 가격: 3,000원
메뉴: 라면, 가격: 3,500원"
짚불태백 영통점,"육류,고기요리",0.0,방문자 리뷰 783,블로그 리뷰 472,경기 수원시 영통구 반달로35번길 17 1층 짚불태백 영통점,0.245,"메뉴: 네이버리뷰 EVENT 과카몰리 또띠아, 가격: 무료
메뉴: 우대갈비 (300g), 가격: 32,000원
메뉴: 짚불 삼겹살 (170g), 가격: 17,000원
메뉴: 짚불 목살 (170g), 가격: 17,000원
메뉴: 짚불 통항정살 (150g), 가격: 21,000원
메뉴: 짚불 안창살(생/양념) (150g), 가격: 25,000원
메뉴: 생우대갈비 한정 (300g), 가격: 35,000원
메뉴: 짚불 수제 소세지 (순한맛/매운맛), 가격: 6,000원
메뉴: 태백 명품 돼지 껍데기 (150g), 가격: 12,000원
메뉴: 세움 진꽃살 한정 (150g), 가격: 34,000원
메뉴: 한우육사시미, 가격: 28,000원
메뉴: 한우 육회, 가격: 25,000원
메뉴: 한우 청국찌개, 가격: 7,000원
메뉴: 태백 김치찌개, 가격: 7,000원"
물고기자리 영통점,생선회,0.0,방문자 리뷰 85,블로그 리뷰 44,경기 수원시 영통구 청명남로34번길 21 1층 119호,0.329,"메뉴: 숙성회한판, 가격: 60,000원
메뉴: 숙성회 모듬 사시미(1인), 가격: 43,000원"
